keyword,list_greatfire_wikipedia,list_blockedweibo,list_cdt,list_line,list_skype,list_sina,list_gfw,machine_translation,human_translation,notes,agg_cattags,pinyin_tones,pinyin_notones,_theme,_category,CDT_translation,CDT_englishpost,CDT_combination,num_lists_appears_on,line_category,line_translation,line_notes,keyword_length,gfw_category
"中国时报电子报",0,1,0,0,1,0,0,"China Times Newsletter","","The China Times is a newspaper published in Taiwan, and one of the four biggest dailies in the area. The paper is slanted towards pan-blue, favouring the Kuomintang nationalists. For more information, please see: http://en.wikipedia.org/wiki/Ch","Media","ZhōngguóShíbào diànzǐ bào ","ZhongguoShibao dianzi bao ","political","mediachineseindependentoppositio","","",,2,"","","",7,""
"中国式民主",0,0,0,0,0,1,0,"Chinese Democracy","","This is likely a reference to the CPC/Chinese government's attempt to differentiate Western-style democracy and the Chinese one -- arguing that the Western-style democracy cannot take root in China due to the differences in culture, economy, hi","Communist Party of China (CPC)","Zhōngguóshì mínzhǔ ","Zhongguoshi minzhu ","political","communistpartyofchinacpcgeneralc","","",,1,"","","",5,""
"中国太子党",0,0,0,1,0,0,0,"Chinese princelings","","princeling = the children of political elite, who have special privileges and been alleged to use their connections to enrich themselevs","","","","","Relatives / Associates of Government Officials","","",,1,"Relatives / Associates of Government Officials","","princeling = the children of political elite, who have special privileges and been alleged to use their connections to enrich themselevs",5,""
"中国网络软件过滤关键字列表",1,0,0,0,0,0,1,"Chinese Internet filtering software Keyword List","","","","","","","Censorship","","",,2,"","","",13,"Censorship"
"中国网络审查",1,0,0,0,0,0,0,"Chinese Internet censorship","","","","","","","","","",,1,"","","",6,""
"中国网络实名制",1,0,0,0,0,0,0,"China NRS","","","","","","","","","",,1,"","","",7,""
"中国卫通",0,0,1,0,0,0,0,"China Satcom","China Satellite Communications Corporation","","","","","","","China Satellite Communications Corporation","http://goo.gl/E6X18",0,1,"","","",4,""
"中国新民党",0,0,1,0,0,0,0,"China New Democracy Party","China New Democracy Party","","","","","","","China New Democracy Party","",0,1,"","","",5,""
"中国政F",0,0,1,0,0,0,0,"Chinese Zheng F","Chinese governM (Zhōngguó zhèngF)","","","","","","","Chinese governM (Zhōngguó zhèngF)","",0,1,"","","",4,""
"中国政治改革新思维",0,0,0,1,0,0,0,"New Thinking in China's political reform","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",9,""
"中国之春",0,1,1,0,0,1,0,"China Spring","China Spring (magazine)","This is the title of the first pro-democracy Chinese magazine overseas. It was established by Wang Bingzhang [王炳章] in 1982.  Wang Bingzhang founded two opposition (pro-democracy) parties and has publicly denounced China's one party rule. In ","Media","Zhōngguó zhī chūn ","Zhongguo zhi chun ","political","mediachineseindependentoppositio","Chinese Spring","",0,3,"","","",4,""
"中国自由党",0,0,1,0,0,0,0,"Chinese Liberal Party","China Liberal Party","","","","","","","China Liberal Party","",0,1,"","","",5,""
"中国自由民主党",0,0,0,0,0,1,0,"Chinese Liberal Democrats","Liberty Democracy Party of China","This is an party not endorsed by the CPC. The party advocates for political reform in China and is based in New York, US. For more information, please see: http://www.cdemocratics.com/en/category/party/.","Political Parties (Non-CPC)","Zhōngguó zìyóu mínzhǔdǎng ","Zhongguo ziyou minzhudang ","political","politicalpartiesnoncpc","","",,1,"","","",7,""
"中国茉莉花革命",0,0,0,1,0,0,1,"Chinese Jasmine Revolution","","","","","","","Jasmine Revolution","","",,2,"Jasmine Revolution","","",7,"Event-2011"
"中华民国",1,0,0,0,0,1,0,"Republic of China","Republic of China/Taiwan (under Kuomintang)","For more information, please see: http://en.wikipedia.org/wiki/Taiwan; http://en.wikipedia.org/wiki/Republic_of_China_(disambiguation).","Domestic relations","ZhōnghuáMínguó ","ZhonghuaMinguo ","political","domesticrelationstaiwan","","",,2,"","","",4,""
"中华民国＋万岁",0,0,1,0,0,0,0,"Long live the Republic of China +","long live+Republic of China","","","","","","","long live+Republic of China","http://goo.gl/DldnXQ",1,1,"","","",7,""
"中华民族悲凉的葬歌",0,0,0,0,1,0,0,"Chinese sad funeral song",""," [河殇] a six-part documentary shown on CCTV (Chinese government controlled television) in 1988 that portrayed the erosion of Chinese culture. For more information, please see: http://en.wikipedia.org/wiki/River_Elegy; http://www.globalview.cn/","Communist Party of China (CPC);Internet Memes / Neologism","zhōnghuámínzú bēi liáng de zàng gē ","zhonghuaminzu bei liang de zang ge ","political","communistpartyofchinacpccriticis","","",,1,"","","",9,""
"中华人民共和国",1,0,1,0,0,0,0,"People's Republic of China","People's Republic of China","","","","","","","People's Republic of China","",0,2,"","","",7,""
"中华人民共和国被封锁网",1,0,0,0,0,0,0,"People's Republic of China is blocked network","","","","","","","","","",,1,"","","",11,""
"中华人民共和国被封锁网站列表",1,0,0,0,0,0,1,"People's Republic of China is the list of blocked sites","","","","","","","Censorship","","",,2,"","","",14,"Censorship"
"中华人民共和国网络审查",1,0,0,0,0,0,0,"Internet censorship People's Republic of China","","","","","","","","","",,1,"","","",11,""
"中华人民共和国宪法",1,0,0,0,0,0,1,"Constitution of People's Republic of China","","","","","","","Government","","",,2,"","","",9,"Government"
"中华三民党",0,0,0,0,0,1,0,"Party in Hua Sanmin","Zhonghua Sanmin Party (unofficial translation by DT)","A political party in China, likely not endorsed by the CPC, that is based on three principles: nationalism, democracy, and people's welfare. For more information, please see: http://tieba.baidu.com/p/1155276285 (Chinese).","Political Parties (Non-CPC)","Zhōnghuá sān mín dǎng ","Zhonghua san min dang ","political","politicalpartiesnoncpc","","",,1,"","","",5,""
"中环",0,0,1,0,0,0,0,"Central","Central [Hong Kong neighborhood]","","","","","","","Central [Hong Kong neighborhood]","http://goo.gl/JATC6",0,1,"","","",2,""
"中纪委＋大老虎",0,0,1,0,0,0,0,"CCDI + big tiger","Central Discipline Commission+big tiger","","","","","","","Central Discipline Commission+big tiger","http://wp.me/p2pAV0-HEG",1,1,"","","",7,""
"中組部",0,0,0,0,1,0,0,"Central Organization","Organization Department of the Communist Party of China Central Committee (Central Organization Department)","The Central Organization Department is a department in the CPC that controls staffing positions and one of the most important organs of the party. For more information, please see: http://en.wikipedia.org/wiki/Organization_Department_of_the_Com","Communist Party of China (CPC)","zhōng zǔ bù ","zhong zu bu ","political","communistpartyofchinacpcgeneralc","","",,1,"","","",3,""
"中奖",0,0,0,0,0,1,0,"Winning","Winning prize","Likely related to online scams.","Lottery","zhōng jiǎng ","zhong jiang ","social","lottery","","",,1,"","","",2,""
"中奖通知",0,0,0,0,0,1,0,"Winning notification","Award notification","This could be referencing lottery winnings and scams in the past few years. For more information, please see: http://news.xinhuanet.com/english/2009-10/20/content_12279657.htm; http://www.businesspundit.com/5-of-the-biggest-lottery-scandals/.","Lottery","zhōng jiǎng tōngzhī ","zhong jiang tongzhi ","social","lottery","","",,1,"","","",4,""
"中科大+校长",0,0,1,0,0,0,0,"USTC + principals","University of Science and Technology of China + president","","","","","","","University of Science and Technology of China + president","",0,1,"","","",6,""
"中控拦截器",0,0,0,0,1,0,0,"In the control interceptor","Central control decoding device (literal translation)","","Illicit Goods and Services","zhōng kòng lánjié qì ","zhong kong lanjie qi ","social","illicitgoodsandservices","","",,1,"","","",5,""
"中联办",0,1,1,0,0,0,0,"Liaison","Liaison Office of the Central People's Government [in Hong Kong SAR]","","","","","","","Liaison Office of the Central People's Government [in Hong Kong SAR]","",0,2,"","","",3,""
"中南海",0,1,1,0,1,0,0,"Zhongnanhai","Zhongnanhai","Zhongnanhai is a district in Beijing located adjacent to the Forbidden City. Zhongnanhai, often a reference to the Chinese leadership at large, serves as the headquarters of the Communist Party of China and the State Council. For more informati","CPC member / Gov official","zhōngnán hǎi ","zhongnan hai ","people","cpcmembergovofficial","Zhongnanhai","",0,3,"","","",3,""
"中南海  强拆",0,0,0,0,1,0,0,"Zhongnanhai demolitions","Zhongnanhai forced demolitions","This is likely a reference to forced demolitions happening throughout Beijing. The forced demolitions have been so prevalent that even upscale locations around the Zhonghanhai area have also been demolished. For more information, please see: ht","Forced Demolitions","zhōngnán hǎi  qiáng chāi ","zhongnan hai  qiang chai ","events","forceddemolitions","","",,1,"","","",7,""
"中南海 内幕",0,0,0,1,0,0,0,"Zhongnanhai Insider","Zhongnanhai inside story","","","","","","Communist Party of China (CPC) -- Criticism","","",,1,"Communist Party of China (CPC) -- Criticism","Zhongnanhai inside story","",6,""
"中南海 强拆",0,0,0,0,1,0,0,"Zhongnanhai demolitions","Zhongnanhai forced demolitions","This is likely a reference to forced demolitions happening throughout Beijing. The forced demolitions have been so prevalent that even upscale locations around the Zhonghanhai area have also been demolished. For more information, please see: ht","Forced Demolitions","zhōngnán hǎi  qiáng chāi ","zhongnan hai  qiang chai ","events","forceddemolitions","","",,1,"","","",6,""
"中南海＋（权）斗",0,0,1,0,0,0,0,"Zhongnanhai + (right) bucket","Zhongnanhai+(power) struggle","","","","","","","Zhongnanhai+(power) struggle","http://wp.me/p2pAV0-IkZ",1,1,"","","",8,""
"中南海保密风暴内幕",0,0,0,1,0,0,0,"Zhongnanhai confidential insider Storm","Zhongnanhai secret behind the scenes tempest","Refers to title of document in source, which is about the Rio Tinto sp scandal","","","","","Corruption Scandals","","",,1,"Corruption Scandals","Zhongnanhai secret behind the scenes tempest","Refers to title of document in source, which is about the Rio Tinto sp scandal",9,""
"中南海拆迁",0,0,0,0,1,0,0,"Zhongnanhai demolition","","This is likely a reference to forced demolitions happening throughout Beijing. The forced demolitions have been so prevalent that even upscale locations around the Zhonghanhai area have also been demolished. For more information, please see: ht","Forced Demolitions","zhōngnán hǎi chāi qiān ","zhongnan hai chai qian ","events","forceddemolitions","","",,1,"","","",5,""
"中南海斗争",0,0,1,0,0,0,0,"Zhongnanhai struggle","Zhongnanhai fight","","","","","","","Zhongnanhai fight","",0,1,"","","",5,""
"中南海强拆",0,0,0,0,1,0,0,"Zhongnanhai demolitions","Zhongnanhai forced demolitions","This is likely a reference to forced demolitions happening throughout Beijing. The forced demolitions have been so prevalent that even upscale locations around the Zhonghanhai area have also been demolished. For more information, please see: ht","Forced Demolitions","zhōngnán hǎi qiáng chāi ","zhongnan hai qiang chai ","events","forceddemolitions","","",,1,"","","",5,""
"中南海权斗",0,0,0,1,0,0,0,"Zhongnanhai power struggle","","Zhongnanhai is the seat of political power for the CCP","","","","","Communist Party of China (CPC) -- General CPC","","",,1,"Communist Party of China (CPC) -- General CPC","","Zhongnanhai is the seat of political power for the CCP",5,""
"中南海主使的强拆",0,0,0,0,1,0,0,"Zhongnanhai dictates demolitions","","This is likely a reference to forced demolitions happening throughout Beijing. The forced demolitions have been so prevalent that even upscale locations around the Zhonghanhai area have also been demolished. For more information, please see: ht","Forced Demolitions","zhōngnán hǎi zhǔ shǐ de qiáng chāi ","zhongnan hai zhu shi de qiang chai ","events","forceddemolitions","","",,1,"","","",8,""
"中華民國",1,0,0,0,0,0,0,"Republic of China","","","","","","","","","",,1,"","","",4,""
"中華民國國民大會",1,0,0,0,0,0,0,"National Assembly of the Republic of China","","","","","","","","","",,1,"","","",8,""
"中華民國總統府",1,0,0,0,0,0,0,"ROC Presidential Office","","","","","","","","","",,1,"","","",7,""
"中華民國治藏歷史",1,0,0,0,0,0,0,"ROC rule Tibet history","","","","","","","","","",,1,"","","",8,""
"中華人民共和國審查辭彙列表",1,0,0,0,0,0,0,"People's Republic of China to review vocabulary list","","","","","","","","","",,1,"","","",13,""
"中華人民共和國持不同政見者列表",1,0,0,0,0,0,0,"People's Republic of China dissident list","","","","","","","","","",,1,"","","",15,""
"中華人民共和國網絡審查",1,0,0,0,0,0,0,"Internet censorship People's Republic of China","","","","","","","","","",,1,"","","",11,""
"中華人民共和國民主運動",1,0,0,0,0,0,0,"Democratic Movement People's Republic of China","","","","","","","","","",,1,"","","",11,""
"中華人民共和國人權",1,0,0,0,0,0,0,"People's Republic of China on Human Rights","","","","","","","","","",,1,"","","",9,""
"中華人民共和國新聞自由",1,0,0,0,0,0,0,"People's Republic of China press freedom","","","","","","","","","",,1,"","","",11,""
"中華人民共和國宗教",1,0,0,0,0,0,0,"Religious People's Republic of China","","","","","","","","","",,1,"","","",9,""
"中山+聚集",0,0,1,0,0,0,0,"Zhongshan + gathering","Zhongshan + gathering","","","","","","","Zhongshan + gathering","http://goo.gl/w8GSg",0,1,"","","",5,""
"中山+芒果",0,0,1,0,0,0,0,"Zhongshan + Mango","Zhongshan + mango","","","","","","","Zhongshan + mango","http://goo.gl/w8GSg",0,1,"","","",5,""
"中山+骚乱",0,0,1,0,0,0,0,"Zhongshan + riot","Zhongshan + riot","","","","","","","Zhongshan + riot","http://goo.gl/w8GSg",0,1,"","","",5,""
"中时部落格",0,0,0,0,1,0,0,"When Blogs","","This is a blog under the China Times online newspaper, a Taiwanese-run publication. For more information on China Times, please see: http://en.wikipedia.org/wiki/China_Times.","Media","zhōng shí bùluògé ","zhong shi buluoge ","political","mediachineseindependentoppositio","","",,1,"","","",5,""
"中泰＋垃圾焚烧",0,0,1,0,0,0,0,"Thailand + Waste Incineration","Zhongtai+garbage incineration","","","","","","","Zhongtai+garbage incineration","http://wp.me/p2pAV0-IUW",1,1,"","","",7,""
"中文维基百科",1,0,0,0,1,0,0,"Chinese Wikipedia","","","Western Websites/Social Media","Zhōngwén wéijī bǎi kē ","Zhongwen weiji bai ke ","technology","westernwebsitessocialmedia","","",,2,"","","",6,""
"中文维基百科加密版",0,0,0,0,1,0,0,"Chinese version of Wikipedia encryption","","For more information on the censorship of Wikipedia in China, please see: http://en.wikipedia.org/wiki/Censorship_of_Wikipedia.","Western Websites/Social Media","Zhōngwén wéijī bǎi kē jiāmì bǎn ","Zhongwen weiji bai ke jiami ban ","technology","westernwebsitessocialmedia","","",,1,"","","",9,""
"中宣",0,0,1,0,0,0,0,"Propaganda","Central Propaganda [Department]","","","","","","","Central Propaganda [Department]","http://goo.gl/2fGFU",0,1,"","","",2,""
"中宣部",0,1,1,0,0,1,0,"Propaganda","Central Propaganda Department","Propaganda Department of the Communist Party of China. This is an internal section of the CPC (not part of the official government) that controls information and performs ideology-related. The Central Propaganda Department enforces media censor","Communist Party of China (CPC)","zhōng xuān bù ","zhong xuan bu ","political","communistpartyofchinacpcgeneralc","Central Propaganda Department","",0,3,"","","",3,""
"中央",0,0,0,0,1,0,0,"Central","Central government","Reference to the Central governing body of the PRC or the CPC.","Communist Party of China (CPC)","zhōngyāng ","zhongyang ","political","communistpartyofchinacpcgeneralc","","",,1,"","","",2,""
"中央警衛局",1,0,0,0,0,0,1,"Central Guard Bureau","","","","","","","Government","","",,2,"","","",5,"Government"
"中央军委",0,1,0,0,0,0,0,"CMC","","","","","","","","","",,1,"","","",4,""
"中央领导内幕",0,0,0,1,0,0,0,"Inside the central leadership","Central leadership insider","A general term for someone with inside info about the CCP, with the implication being they are revealing something secretive or scandalous.","","","","","Corruption Scandals","","",,1,"Corruption Scandals","Central leadership insider","A general term for someone with inside info about the CCP, with the implication being they are revealing something secretive or scandalous.",6,""
"中央日报",0,0,0,0,1,0,0,"Central Daily News","","This was the official newspaper of the Kuomintang nationalist government/party. It is one of the oldest Chinese-language newspapers. Due to financial problems and debts, the newspaper was eventually shut down by the Taiwanese Kuomintang Chairma","Media","zhōngyāng rìbào ","zhongyang ribao ","political","mediachineseindependentoppositio","","",,1,"","","",4,""
"中央文化革命小组",1,0,0,0,0,0,0,"Central Cultural Revolution Group","","","","","","","","","",,1,"","","",8,""
"中央争权夺利",0,0,0,1,0,0,0,"Central struggle for power","Communist Party power struggle","","","","","","Communist Party of China (CPC) -- Criticism","","",,1,"Communist Party of China (CPC) -- Criticism","Communist Party power struggle","",6,""
"中银香港",0,0,0,0,0,1,0,"BOC Hong Kong","Bank of China - Hong Kong (BOCHK)","BOCHK is the second largest commercial banking group and the largest mortgage lender in Hong Kong. For more information, please see: http://en.wikipedia.org/wiki/Bank_of_China_(Hong_Kong).  It is unclear why this would be blocked.","Domestic relations","zhōng yín xiānggǎng ","zhong yin xianggang ","political","domesticrelationshongkong","","",,1,"","","",4,""
"中英續訂藏印條約",1,0,0,0,0,0,0,"Britain and Tibet and India to renew the treaty","","","","","","","","","",,1,"","","",8,""
"中组部",0,0,1,0,0,0,0,"Central Organization","Central Committee Organization Department","","","","","","","Central Committee Organization Department","http://goo.gl/FgB6v",0,1,"","","",3,""
"忠党国",0,0,1,0,0,0,0,"Zhongdang country","faithful to the party-state","","","","","","","faithful to the party-state","",0,1,"","","",3,""
"钟洁锦",0,0,0,0,1,0,0,"Zhong Jie Jin","This person is also involved with finance.","","CPC member / Gov official","zhōng jié jǐn ","zhong jie jin ","people","cpcmembergovofficial","","",,1,"","","",3,""
"钟涛",0,0,1,0,0,0,0,"Zhong Tao","Zhong Tao","","","","","","","Zhong Tao","http://goo.gl/2j8u3",0,1,"","","",2,""
"终身成就奖",0,0,1,0,0,0,0,"Lifetime Achievement Award","lifetime achievement award","","","","","","","lifetime achievement award","http://goo.gl/2tzwG",0,1,"","","",5,""
"重大新闻",0,0,1,0,0,0,0,"Breaking news","Chongqing News","","","","","","","Chongqing News","",0,1,"","","",4,""
"重庆",0,0,1,0,0,0,0,"Chongqing","Chongqing","","","","","","","Chongqing","http://goo.gl/kqnmI",0,1,"","","",2,""
"重庆 声援薄熙来",0,0,0,1,0,0,0,"Bo Xilai, Chongqing solidarity","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",8,""
"重庆+薄",0,0,1,0,0,0,0,"Chongqing + thin","Chongqing + Bo","","","","","","","Chongqing + Bo","http://goo.gl/L9oO6",0,1,"","","",4,""
"重庆+薄熙来",0,0,1,0,0,0,0,"Bo Xilai, Chongqing +","Chongqing + Bo Xilai","","","","","","","Chongqing + Bo Xilai","",0,1,"","","",6,""
"重庆BO迷",0,0,0,1,0,0,0,"Chongqing BO fans","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",5,""
"重庆bo书记",0,0,0,1,0,0,0,"Secretary of Chongqing bo","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",6,""
"重庆＋不会忘记",0,0,1,0,0,0,0,"Chongqing + will not forget","Chongqing + will not forget","","","","","","","Chongqing + will not forget","http://wp.me/p2pAV0-Jnb",1,1,"","","",7,""
"重庆百万人大散步",0,0,0,0,1,0,0,"Chongqing million-people walking","Millions of people in Chongqing go for a walk (protest)","In mid-March 2012, after Bo Xilai was ousted, announcements were posted online for people in Chongqing to show their support for Bo Xilai on March 17, 2012. For more information, please see: http://wangbingzhang.us/forum/wbz/messages/34644.html","Bo Xilai Scandal","chóngqìng bǎiwàn réndà sànbù ","chongqing baiwan renda sanbu ","events","boxilaiscandal","","",,1,"","","",8,""
"重庆薄粉",0,0,0,1,0,0,0,"Chongqing thin powder","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",4,""
"重庆薄熙来被抓",0,0,0,1,0,0,0,"Chongqing, Bo Xilai, was arrested","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",7,""
"重庆打黑书记",0,0,0,1,0,0,0,"Chongqing hitting secretary","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",6,""
"重庆打黑重庆模式",0,0,0,1,0,0,0,"Chongqing Chongqing hitting mode","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",8,""
"重庆模式",0,0,1,0,0,0,0,"Chongqing Model","Chongqing model","","","","","","","Chongqing model","",0,1,"","","",4,""
"重庆人民发言权",0,0,0,0,1,0,0,"Chongqing People say","Chongqing citizens' right to expression (loose translation)","Related to Bo Xilai case. For more information on Bo Xilai, please see: http://en.wikipedia.org/wiki/Bo_Xilai.","Bo Xilai Scandal","chóngqìng rénmín fāyánquán ","chongqing renmin fayanquan ","events","boxilaiscandal","","",,1,"","","",7,""
"重庆人民说了算",0,0,0,0,1,0,0,"Chongqing People have the final say","It's only what Chongqing citizens say that counts (loose translation)","Related to Bo Xilai's case. For more information on Bo Xilai, please see: http://en.wikipedia.org/wiki/Bo_Xilai.","Bo Xilai Scandal","chóngqìng rénmín shuō le suàn ","chongqing renmin shuo le suan ","events","boxilaiscandal","","",,1,"","","",7,""
"重庆政变",0,0,0,1,0,0,0,"Chongqing coup","","Bo Xilai related","","","","","Bo Xilai Scandal","","",,1,"Bo Xilai Scandal","","Bo Xilai related",4,""
"舟永康",0,0,1,0,0,0,0,"Zhou Yongkang","Boat [Zhou] Yongkang","","","","","","","Boat [Zhou] Yongkang","http://wp.me/p2pAV0-Hng",0,1,"","","",3,""
"周",0,0,1,0,0,0,0,"Week","week","","","","","","","week","http://goo.gl/2fGFU",0,1,"","","",1,""
"周 永康",0,0,0,1,0,0,0,"Zhou Yongkang","","CPC member caught in a scandal","","","","","CPC member / Gov official","","",,1,"CPC member / Gov official","","CPC member caught in a scandal",4,""
"周YK",0,0,1,0,0,0,0,"Zhou YK","Zhou YK","","","","","","","Zhou YK","",0,1,"","","",3,""
"周勍",0,0,0,0,0,1,0,"Zhou Qing","Person's name"," In July 2007, the Chinese government issued an order to ban all reports on food safety. His book is banned in China. That same year, Zhou was apparently beaten by Chinese officials for publishing articles that criticized the government. Zhou Q","Dissident / Activist","zhōu qíng ","zhou qing ","people","dissidentactivist","","",,1,"","","",2,""
"周薄",0,0,1,0,0,0,0,"Week thin","Zhou Bo","","","","","","","Zhou Bo","http://goo.gl/DldnXQ",0,1,"","","",2,""
"周本顺",0,0,1,0,0,0,0,"Zhou Shun","Zhou Benshun","","","","","","","Zhou Benshun","http://goo.gl/FgB6v",0,1,"","","",3,""
"周斌",0,0,0,1,0,0,0,"Zhou Bin","","son of Zhou Yongkang, implicated in corruption","","","","","Relatives / Associates of Government Officials","","",,1,"Relatives / Associates of Government Officials","","son of Zhou Yongkang, implicated in corruption",2,""
"周舵",0,0,0,0,0,1,0,"Zhou Duo","Zhou Duo (Person's name)","Zhou Duo was an activist during the Tiananmen Square crackdown in June 1989. He was detained for his participation and released a month later without formal charges. For more information, please see: http://edition.cnn.com/2009/WORLD/asiapcf/06","Associated with Tiananmen square protest;Dissident / Activist","zhōu duò ","zhou duo ","people","dissidentactivist","","",,1,"","","",2,""
"周封锁",0,0,1,0,0,0,0,"Week blockade","Zhou Fengsuo","","","","","","","Zhou Fengsuo","http://wp.me/p2pAV0-Jls",0,1,"","","",3,""
"周锋锁",0,0,1,0,0,0,0,"Zhou Feng lock","Zhou Fengsuo","","","","","","","Zhou Fengsuo","http://wp.me/p2pAV0-Jls",0,1,"","","",3,""
"周国强",0,0,0,0,0,1,0,"Zhou Guoqiang","Person's name","Zhou Guoqiang was a municipal housing director of Shaoxing City (Zhejiang Province) and was responsible for affordable housing. He, a long with his mistress, was accused of bribery, corruption and abuse of power. In May 2011, the Shaoxing Inter","CPC member / Gov official;implicated in corruption","zhōu guó qiáng ","zhou guo qiang ","people","cpcmembergovofficial","","",,1,"","","",3,""
"周杰伦",1,0,0,0,0,0,0,"Jay","","","","","","","","","",,1,"","","",3,""
"周康康",0,0,1,0,0,0,0,"Zhoukang Kang","Zhou Kangkang","","","","","","","Zhou Kangkang","http://goo.gl/DldnXQ",0,1,"","","",3,""
"周老虎",0,0,1,0,0,0,0,"Tiger Zhou","Tiger Zhou","","","","","","","Tiger Zhou","http://wp.me/p2pAV0-Hzv",0,1,"","","",3,""
"周六 茉莉花",0,0,0,0,1,0,0,"Saturday Jasmine","","This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspo","Jasmine Revolution","zhōuliù  mò lì huā ","zhouliu  mo li hua ","events","jasminerevolution","","",,1,"","","",6,""
"周六下午四点  茉莉花",0,0,0,0,1,0,0,"Jasmine four p.m. Saturday","","This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspo","Jasmine Revolution","zhōuliù xiàwǔ sìdiǎn  mò lì huā ","zhouliu xiawu sidian  mo li hua ","events","jasminerevolution","","",,1,"","","",11,""
"周名军",0,0,1,0,0,0,0,"Zhou Ming-jun","Zhou Mingjun","","","","","","","Zhou Mingjun","",0,1,"","","",3,""
"周末花",0,0,0,0,1,0,0,"Spend the weekend","","This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspo","Jasmine Revolution","zhōumò huā ","zhoumo hua ","events","jasminerevolution","","",,1,"","","",3,""
"周末茉莉",0,0,0,0,1,0,0,"Jasmine weekend","","This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspo","Jasmine Revolution","zhōumò mò lì ","zhoumo mo li ","events","jasminerevolution","","",,1,"","","",4,""
"周年",0,0,1,0,0,0,0,"Anniversary","anniversary","","","","","","","anniversary","http://goo.gl/PvbxE",0,1,"","","",2,""
"周日两会",0,0,0,0,1,0,0,"Sunday two sessions","","This is related to the Jasmine Revolution, an online call for pro-democracy protests in major Chinese cities. For more information, please see: http://jasmineplaces.blogspot.ca/2011/05/blog-post_4422.html (Chinese); http://staysweethome.blogspo","Jasmine Revolution","zhōurì liǎng huì ","zhouri liang hui ","events","jasminerevolution","","",,1,"","","",4,""
"周淑珍",0,0,0,0,0,1,0,"Zhou Shuzhen","Person's name","Context unclear.","Person Identity / Context Unclear","zhōu shú zhēn ","zhou shu zhen ","people","personidentitycontextunclear","","",,1,"","","",3,""
"周淑庄",0,0,0,0,0,1,0,"Zhou Shu Zhuang","Zhou Shuzhuang (Person's name)","Zhou Shuzhuang is a member of the Tiananmen Mother's group and the mother of Duan Changlong, a victim of the Tiananmen Square crackdown of 1989. For more information, please see: http://www.hrichina.org/content/4651.","Associated with Tiananmen square protest;Dissident / Activist","zhōu shú zhuāng ","zhou shu zhuang ","people","dissidentactivist","","",,1,"","","",3,""
"周旭洲",0,0,1,0,0,0,0,"Zhou Xuzhou","Zhou Xuzhou","","","","","","","Zhou Xuzhou","",0,1,"","","",3,""
"周永",0,0,1,0,0,0,0,"Nelson Chow","Zhouyong","","","","","","","Zhouyong","http://goo.gl/BLc5H",0,1,"","","",2,""
"周永k",0,0,1,0,0,0,0,"ZHOU Yong-k","Zhou Yongk","","","","","","","Zhou Yongk","",0,1,"","","",3,""
"周永kang",0,0,1,0,0,0,0,"ZHOU Yong-kang","Zhou Yongkang","","","","","","","Zhou Yongkang","http://goo.gl/DldnXQ",0,1,"","","",6,""
"周永康",1,1,1,1,1,1,1,"Zhou Yongkang","Persons' name","Zhou Yongkang is a senior leader and high level official in the Communist Party and Chinese government. He is a member of the 17th Communist Party Politburo Standing Committee and a supporter of Bo Xilai. Zhou apparently cast the lone vote obje","CPC member / Gov official;Zhou Yongkang","zhōu Yǒngkāng ","zhou Yongkang ","people","cpcmembergovofficial","Zhou Yongkang","",0,7,"CPC member / Gov official","","Caught up in scandal",3,"People-Official"
"周永康 镇压法",0,0,0,1,0,0,0,"Zhou Yongkang repressive law","Zhou Yongkang, Suppress Fa(lun gong)"," headed a number of efforts to crack down on religious cults, including Falun Gong. He is now allegedly being investigated for corruption.","","","","","Zhou Yongkang","","",,1,"Zhou Yongkang","Zhou Yongkang, Suppress Fa(lun gong)"," headed a number of efforts to crack down on religious cults, including Falun Gong. He is now allegedly being investigated for corruption.",7,""
