keyword,_sensitivewords,_popularwords,list_greatfire_wikipedia,list_blockedweibo,list_cdt,list_line,list_skype,list_sina,list_gfw,list_google,list_sinashow,list_163,list_qq,list_condop,list_blogprovider,machine_translation,human_translation,notes,themeevents,thememisc,themepeople,themepolitical,themesocial,themetechnology,thcpcnationalcongress2002,thcpcnationalcongress2012,olympics,boxilaiscandal,business,cpcmembergovofficial,censorshipcensorshipsurveillance,censorshipcircumvention,charter08,china,chinasnationalday,chinesedoomsdaycultarrests,chinesesoftwarewebsites,communistpartyofchinacpccriticis,communistpartyofchinacpcgeneralc,companyname,contextunclear,corruptionscandals,democracychinesedemocracymovemen,detention,diaoyusenkakuislandsprotests,dissidentactivist,domesticrelationshongkong,domesticrelationstaiwan,ethnicgroupsgeneralethnic,ethnicgroupshui,ethnicgroupstibetan,ethnicgroupsuyghur,ferraricrashmarch2012,forceddemolitions,gambling,generictechnologyterms,googleleavingchina,government,humanrightsgeneralhumanrights,humanrightsorganizations,illicitgoodsandservices,innermongoliaprotests,internationalrelationssinojapane,internationalrelationsunitedstat,jasminerevolution,jiangzemindeathrumour,law,lottery,mediachineseindependentoppositio,mediachineseprogovernmentmedia,mediageneralmediaterms,mediainternationalmedia,nationalsecuritygeneralnationals,nationalsecuritymilitarypolice,occupymovement,oilpriceprotests,onlinegame,onlinenovels,personidentitycontextunclear,petitioningadministrativesystem,politicalpartiesnoncpc,protest,prurientinterests,relativesassociatesofgovernmento,religionchristianpracticeinchina,religionfalungong,religiongeneralreligion,sarsandotherdiseasesaidsavianflu,sichuanearthquake,sina,spyware,taintedmilkscandal,tiananmensquarejune41989,tibetanselfimmolations,urls,urumqiriots,victimsofcrimeviolentcriminals,wenzhoutraincrash,westernwebsitessocialmedia,agg_Sina_Skype_lists,agg_cattags,pinyin_tones,pinyin_notones,_theme,_category,CDT_translation,CDT_englishpost,CDT_combination,num_lists_appears_on,line_category,line_translation,line_notes,top_aug1_2013_ZHWikipedia_views,top_aug1_2013_ZHWikipedia,top1000_ZHWikipedia_views,top1000_ZHWikipedia,protected_ZHWikipedia,keyword_length,gfw_category
"王雪紅",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cher","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",31,1,,,,3,""
"王雪梅",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Wang Xuemei","Wang Xuemei (Person's name)","Wang Xuemei, China's Supreme People's Procuratorate's forensic expert, raised doubts in the conviction of Gu Kailai [ 谷开来], the wife of Bo Xilai [薄熙来]. Gu Kailai was convicted of poisoning and killing English businessman Neil Heywood with",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.1 Surveillance-only;TOM-Skype 5.5-6.1 Surveillance-only","Bo Xilai Scandal","wáng xuě méi ","wang xue mei ","events","boxilaiscandal","","",,1,"","","",,,,,,3,""
"王冶坪",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,2,"","","",,,,,,,""
"王亦豐",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang Yifeng","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,,,1,3,""
"王益",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Wang Yi","Person's name","Wang Yi is the former vice-president of the China Development Bank. He was sentenced to death with two years reprieve in 2010 for accepting nearly $1.8 million (USD) in bribes. For more information, please see: http://www.chinadaily.com.cn/busi",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Corruption Scandals","wáng yì ","wang yi ","political","corruptionscandals","","",,1,"","","",,,,,,2,""
"王译",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Wang translated","Wang Yi (Person's name)","Wang Yi (also known as Chen Jianping [程建萍]) is a Chinese rights activist who served one year of re-education-through-labour for re-tweeting a sarcastic message related to the anti-Japanese demonstrations. For more information, please see: ht",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Dissident / Activist","wáng yì ","wang yi ","people","dissidentactivist","","",,1,"","","",,,,,,2,""
"王英偉",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wilfred","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",51,1,,,,3,""
"王有才",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Wang Youcai","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","People-Dissident","","",,2,"","","",,,,,,3,"People-Dissident"
"王宇婕",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Margaret Wang","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",11,1,,,,3,""
"王兆國",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Wang]","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","People-Official","","",,1,"","","",,,,,,3,"People-Official"
"王兆国",1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,"Wang]","Person's name","Wang Zhaoguo is a Chinese politician who came to power during Deng Xiaoping's era. For more information, please see: http://en.wikipedia.org/wiki/Wang_Zhaoguo.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","CPC member / Gov official","wáng zhào guó ","wang zhao guo ","people","cpcmembergovofficial","Wang Zhaoguo","",0,6,"CPC member / Gov official","","Wang Zhaoguo is a Chinese politician who came to power during Deng Xiaoping's era.",,,,,,3,"People-Official"
"王者天下",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kingdom of Heaven","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",14,1,,,,4,""
"王者天下 (漫畫)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kingdom of Heaven (comics)","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",21,1,,,,9,""
"王者天下角色列表",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"King of the world list of roles","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",33,1,,,,8,""
"王震",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang Zhen","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",13,1,,,,2,""
"王志刚",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Wang Zhigang","Wang Zhigang","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Wang Zhigang","",0,2,"","","",,,,,,3,""
"王志心",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang heart","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",11,1,,,,3,""
"王志心 (artist)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang Heart (artist)","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",12,1,,,,12,""
"王治郅",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",14,1,,,,3,""
"王識賢",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang Shi Xian","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",18,1,,,,3,""
"王子淫传",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Prince kinky pass","Tales of the kinky prince","This is an online novel with sexual content.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 3;Sina UC List 4","Prurient Interests","wángzǐ yín chuán ","wangzi yin chuan ","social","prurientinterests","","",,1,"","","",,,,,,4,""
"王子造纸",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Oji Paper","Oji Paper","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Oji Paper","http://goo.gl/gnvNT",0,1,"","","",,,,,,4,""
"王子纸业",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Oji Paper","Oji Paper","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Oji Paper","http://goo.gl/3gcoM",0,1,"","","",,,,,,4,""
"王子妃 (藝人)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crown Princess (artist)","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",17,1,,,,8,""
"王祖賢",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joey Wang","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",12,1,,,,3,""
"王作榮",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang Tso-jung","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",87,1,,,,3,""
"王軍濤",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Wang Juntao","Wang Juntao (Person's name)","Wang Juntao was an adviser to the pro-democracy student protesters during the Tiananmen Square protests in 1989. For his role, he was imprisoned for four years and later went into exile in the US. For more information, please see: http://www.gu",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 4;Sina UC List 5","Associated with Tiananmen square protest;Dissident / Activist","wáng jūn tāo ","wang jun tao ","people","dissidentactivist","","",,2,"","","",,,,,,3,"People-Dissident"
"王菀之",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ivana","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",23,1,,,,3,""
"王岐山",1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"Wang Qishan","Person's name","Wang Qishan is a PRC politician and serves as the Secretary of the Central Commission for Discipline Inspection and the Vice-Premier overseeing economics, energy, and financial affairs under premier Wen Jiabao. At the 18the Party Congress, he b",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","CPC member / Gov official","wáng Qíshān ","wang Qishan ","people","cpcmembergovofficial","Wang Qishan","",0,5,"CPC member / Gov official","","Wang Qishan is a PRC politician and serves as the Secretary of the Central Commission for Discipline Inspection and the Vice-Premier overseeing economics, energy, and financial affairs under premier Wen Jiabao. At the 18the Party Congress, he b",16,1,,,,3,"People-Official"
"王婧喬",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang Jing Qiao","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",14,1,,,,3,""
"王梓軒",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jonathan Wong","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",188,1,,,,3,""
"王铮",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Wang Zheng","Wang Zheng","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Wang Zheng","http://goo.gl/p8vEP",0,1,"","","",,,,,,2,""
"王麗坤",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wang Likun","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",,,15732,1,,3,""
"亡党",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Death of the party","lose the Party","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","lose the Party","http://goo.gl/duLCe",0,1,"","","",,,,,,2,""
"亡国",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Subjugation","doomed nation","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","doomed nation","http://goo.gl/bWmKo",0,1,"","","",,,,,,2,""
"网购汽枪",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Online shopping steam gun","Online purchase of air guns (BB guns)","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Illicit Goods and Services","wǎng gòu qì qiāng ","wang gou qi qiang ","social","illicitgoodsandservices","","",,1,"","","",,,,,,4,""
"网管办",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"NM Office","Internet Management Office","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Internet Management Office","",0,2,"","","",,,,,,3,""
"网管办是猪",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Managed to do a pig","The network management is a pig","Unclear of context.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sina UC List 1;Sina UC List 2;Sina UC List 3;Sina UC List 5","Generic technology terms","wǎngguǎn bàn shì zhū ","wangguan ban shi zhu ","technology","generictechnologyterms","","",,2,"","","",,,,,,5,""
"网监",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Network monitoring","Net inspector","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Net inspector","",0,1,"","","",,,,,,2,""
"网络电视棒供应",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Network TV Stick Supply","Supplying Internet USB keys","unsure of context",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Generic technology terms","wǎngluò diànshì bàng gōngyìng ","wangluo dianshi bang gongying ","technology","generictechnologyterms","","",,1,"","","",,,,,,7,""
"网络赌博机",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Internet gambling machines","","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Gambling","wǎngluò dǔbó jī ","wangluo dubo ji ","social","gambling","","",,1,"","","",,,,,,5,""
"网络赌博机QQ",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"QQ online gambling machines","Online slot/gambling machine QQ"," is a Chinese microblog website: www.qq.com.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Gambling","wǎngluò dǔbó jī QQ","wangluo dubo ji QQ","social","gambling","","",,1,"","","",,,,,,7,""
"网络封锁",1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"Internet blockade","Internet block","",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 5.1 Surveillance-only","Censorship","wǎngluò fēngsuǒ ","wangluo fengsuo ","political","censorshipcensorshipsurveillance","Internet block","http://goo.gl/IZQ49",0,4,"Censorship","","",,,,,,4,""
"网络公关删贴",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Online PR Shantie","Online public relations post deletion","Illegal paid post deletion services is problem in China. In the summer of 2012, Chinese officials arrested several Baidu employees who illegally deleted posts and earned close to $10,661 USD in a half-month period. Some of these services post n",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Illicit Goods and Services","wǎngluò gōngguān shān tiē ","wangluo gongguan shan tie ","social","illicitgoodsandservices","","",,1,"","","",,,,,,6,""
"网络管理办公室",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Network Management Office","Internet Management Office","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Internet Management Office","",0,1,"","","",,,,,,7,""
"网络老虎机QQ",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"QQ network slot machine","Online slot machines QQ"," is a Chinese microblog website: www.qq.com.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Illicit Goods and Services","wǎngluò lǎohǔ jī QQ","wangluo laohu ji QQ","social","illicitgoodsandservices","","",,1,"","","",,,,,,7,""
"网络评论员",1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,"Network commentator","Internet commentator","derogatory term for pro-China commentators online, the so-called 50 cent party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Censorship","Internet commentator","",0,4,"Censorship","","derogatory term for pro-China commentators online, the so-called 50 cent party",,,,,,5,"Government"
"网络人权宣言",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Network Declaration of Human Rights","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Event-2009","","",,1,"","","",,,,,,6,"Event-2009"
"网络删帖",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Network delete posts","deleted online posts","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","deleted online posts","",0,1,"","","",,,,,,4,""
"网民党",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"Netizen Party","Netizen Party","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Netizen Party","",0,2,"","","",,,,,,3,""
"网评",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Net assessment","Internet commentator","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","Internet commentator","",0,1,"","","",,,,,,2,""
"网评员",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,"Internet commentators","Internet commentator","derogatory term for pro-China commentators online, the so-called 50 cent party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","Censorship","Internet commentator","",0,3,"Censorship","","derogatory term for pro-China commentators online, the so-called 50 cent party",,,,,,3,""
"网球王子",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Prince of Tennis","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,0,"","","",16,1,,,,4,""
"网软",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",,1,"","","",,,,,,,""
"网上赌博机",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Online gambling machines","Online gambling machines","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Gambling","wǎngshàng dǔbó jī ","wangshang dubo ji ","social","gambling","","",,1,"","","",,,,,,5,""
"网上赌博游戏",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Online gambling games","Online gambling games","",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOM-Skype 3.6-3.8;TOM-Skype 4.0-4.2;TOM-Skype 5.5-6.1 Surveillance-only","Gambling","wǎngshàng dǔbó yóuxì ","wangshang dubo youxi ","social","gambling","","",,1,"","","",,,,,,6,""
